;Número correlativo;Año;Nombre de Servicio;Ministerio;Codigo_de_Actividad_Ejecutada;Codigo_de_Actividad_Planificada;Nombred_del_la_Actividad;Especialidad_de_la_Actividad;Categoría_de_la_Actividad;Numero_de_Participantes;Numero_de_Horas;Tipo_de_Actividad;Estado_de_Actividad;Modalidad_de_Compra;Actividad_Planificada;Jornada;Proveedor;Region_de_Ejecucion_de_la_Actividad;Programa;Objetivo_Global;Objetivo_de_Gestion;Gasto_monto_Item001;Gasto_monto_Item002;Gasto_monto_Item003;Evaluaciones_Realizadas;Evaluación_de_Reacción;Metodología_de_Aprendizaje;Fecha_de_inicio;Fecha_de_Término;Fecha_de_Ingreso_Sistema
21694;7268.0;2020;Ministerio de Obras Públicas;Dirección de Arquitectura;686121.0;;TALLER SISTEMA SAFI;;;46.0;4.0;Taller;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Ministerio de Obras Públicas;En todas las Regiones;;;;0.0;0.0;0.0;Reacción;Buena;E-Learning;2020-10-10;2020-10-15;2021-01-27
21695;7269.0;2020;Ministerio de Hacienda;Dirección de Presupuestos;686141.0;504013.0;GESTIÓN COLABORATIVA PARA EQUIPOS DE ALTO DESEMPEÑO;;;25.0;24.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;INFANTE Y OSSA LIMITADA;Región Metropolitana de Santiago;;;;4425000.0;0.0;0.0;Aprendizaje;;E-Learning;2020-11-03;2020-12-15;2021-01-27
21696;7270.0;2020;Ministerio del Interior y Seguridad Pública;Servicio de Gobierno Interior;686161.0;;Herramientas Comunicacionales en Tiempos de Crisis;;;20.0;16.0;Curso;Terminada;Convenio Marco;No;Dentro de la Jornada Laboral;UNIVERSIDAD MAYOR;Región de Los Lagos;;;;1550004.0;0.0;0.0;Aprendizaje;;E-Learning;2020-09-29;2020-10-07;2021-01-27
21697;7271.0;2020;Ministerio de Hacienda;Superintendencia de Casinos de Juego;686181.0;;PRINCIPIO DE CULPABILIDAD;Leyes y Normas Temáticas Especificas;Legislación;7.0;1.0;Curso;Terminada;No Aplica (Sin Costo);No;Dentro de la Jornada Laboral;;Nivel Central;;;;0.0;0.0;0.0;;Sin Evaluación;Video Conferencia;2020-09-03;2020-09-03;2021-01-27
21698;7272.0;2020;Ministerio de Hacienda;Superintendencia de Casinos de Juego;686182.0;;DOCUMENTOS DE FISCALIZACIÓN;Leyes y Normas Temáticas Especificas;Legislación;6.0;1.0;Curso;Terminada;No Aplica (Sin Costo);No;Dentro de la Jornada Laboral;;Nivel Central;;;;0.0;0.0;0.0;;Sin Evaluación;Video Conferencia;2020-09-29;2020-09-29;2021-01-27
21699;7273.0;2020;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;686183.0;481201.0;TRABAJO EN EQUIPO ;;;229.0;2.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;Instituto Nacional de Estadísticas;Nivel Central;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-12-01;2020-12-31;2021-01-27
21700;7274.0;2020;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;686184.0;;CÓDIGO DE ÉTICA ;;;1.0;12.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;DIRECCIÓN DE COMPRAS Y CONTRATACIONES PUBLICAS;;;;;0.0;0.0;0.0;Reacción;Buena;E-Learning;2020-04-13;2020-04-20;2021-02-03
21701;7275.0;2020;Ministerio de Hacienda;Superintendencia de Casinos de Juego;686185.0;;PROCESO DE FISCALIZACIÓN-INGRESOS OPERACIONALES A TRAVÉS DE DOCUMENTACIÓN;Leyes y Normas Temáticas Especificas;Legislación;3.0;2.0;Curso;Terminada;No Aplica (Sin Costo);No;Dentro de la Jornada Laboral;;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Video Conferencia;2020-08-17;2020-08-17;2021-01-27
21702;7276.0;2020;Ministerio de Hacienda;Superintendencia de Casinos de Juego;686201.0;;CAPACITACIÓN EN REGLAMENTO DE CALIFICACIONES;Gestión de Personas;Administración y Logística;40.0;1.0;Charla;Terminada;No Aplica (Sin Costo);No;Dentro de la Jornada Laboral;;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Video Conferencia;2020-09-03;2020-09-03;2021-01-27
21703;7277.0;2020;Ministerio de Hacienda;Superintendencia de Casinos de Juego;686202.0;;PROBIDAD ADMINISTRATIVA;Otras Materias Especificas;Educación y Capacitación;3.0;23.0;Curso;Terminada;No Aplica (Sin Costo);No;Dentro de la Jornada Laboral;CORPORACION STO. TOMAS;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;E-Learning;2020-06-08;2020-07-08;2021-01-27
21704;7278.0;2020;Ministerio de Hacienda;Superintendencia de Casinos de Juego;686203.0;;PREVENCIÓN DE LAVADO DE ACTIVOS ;Leyes y Normas Temáticas Especificas;Legislación;49.0;1.0;Charla;Terminada;No Aplica (Sin Costo);No;Dentro de la Jornada Laboral;;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Video Conferencia;2020-07-21;2020-07-21;2021-01-27
21705;7279.0;2020;Ministerio de Hacienda;Superintendencia de Casinos de Juego;686204.0;;CAPACITACIÓN EN NUEVAS MASCULINIDADES;Enfoque de Género ;Desarrollo Social, Género e Inclusión;2.0;3.0;Charla;Terminada;No Aplica (Sin Costo);No;Dentro de la Jornada Laboral;;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Video Conferencia;2020-09-21;2020-09-21;2021-01-27
21706;7280.0;2020;Ministerio de Hacienda;Superintendencia de Casinos de Juego;686205.0;;ESTATUTO ADMINISTRATIVO (CEA);Leyes y Normas de Administración Central del Estado;Legislación;3.0;4.0;Curso;Terminada;No Aplica (Sin Costo);No;Dentro de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;E-Learning;2020-04-27;2020-07-31;2021-01-27
21707;7281.0;2020;Ministerio de Hacienda;Superintendencia de Casinos de Juego;686206.0;;DERECHO DEL CONSUMIDOR;Leyes y Normas Temáticas Especificas;Legislación;3.0;10.0;Curso;Terminada;No Aplica (Sin Costo);No;Dentro de la Jornada Laboral;Servicio Nacional del Consumidor;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;E-Learning;2020-11-01;2020-12-30;2021-01-27
21708;7282.0;2020;Ministerio de Hacienda;Superintendencia de Casinos de Juego;686207.0;;AUTOEXCLUSIÓN VOLUNTARIA;Leyes y Normas Temáticas Especificas;Legislación;20.0;2.0;Charla;Terminada;No Aplica (Sin Costo);No;Dentro de la Jornada Laboral;;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Video Conferencia;2020-01-20;2020-01-20;2021-01-27
21709;7283.0;2020;Ministerio de Hacienda;Superintendencia de Casinos de Juego;686208.0;;LEY DE ACCESO A LA INFORMACIÓN PÚBLICA- LEY DE TRANSPARENCIA ;Leyes y Normas de Administración Central del Estado;Legislación;;0.0;Curso;Terminada;No Aplica (Sin Costo);No;Dentro de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;E-Learning;2020-07-21;2020-08-21;2021-01-27
21710;7284.0;2020;Ministerio de Hacienda;Superintendencia de Casinos de Juego;686209.0;;CIBERSEGURIDAD;Leyes y Normas de Administración Central del Estado;Legislación;57.0;4.0;Curso;Terminada;No Aplica (Sin Costo);No;Dentro de la Jornada Laboral;MINISTERIO SECRETARÍA GENERAL DE GOBIERNO, M.S.G.G.;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;E-Learning;2020-07-01;2020-07-31;2021-01-27
21711;7285.0;2020;Ministerio de Hacienda;Superintendencia de Casinos de Juego;686210.0;;TRANSFORMACIÓN DIGITAL DE LA ADMINISTRACIÓN DEL ESTADO ;Eje Estratégico Sectorial;Administración y Logística;5.0;3.0;Charla;Terminada;No Aplica (Sin Costo);No;Dentro y Fuera de la Jornada Laboral;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Video Conferencia;2020-07-09;2020-07-09;2021-01-27
21712;7286.0;2020;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;686221.0;; CICLO DE VIDA DE LA COMPRA ;;;1.0;12.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;DIRECCIÓN DE COMPRAS Y CONTRATACIONES PUBLICAS;;;;;0.0;0.0;0.0;Reacción;Muy Buena;E-Learning;2020-07-20;2020-07-27;2021-02-03
21713;7287.0;2020;Ministerio de Hacienda;Superintendencia de Casinos de Juego;686241.0;;PLANIFICACIÓN  Y GESTIÓN DE PROYECTOS (REDMINE);Uso, Mantención, Desarrollo y Control de Software Especializados;Computación e Informática;9.0;1.0;Charla;Terminada;No Aplica (Sin Costo);No;Dentro de la Jornada Laboral;PATRICIO CERDA ESCALONA;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Video Conferencia;2020-05-25;2020-05-25;2021-01-27
21714;7288.0;2020;Ministerio de Hacienda;Superintendencia de Casinos de Juego;686242.0;;MANEJO DE HERRAMIENTA PARA LA CIENCIA DE DATOS (BI);Eje Estratégico Sectorial;Administración y Logística;11.0;4.0;Curso;Terminada;No Aplica (Sin Costo);No;Dentro de la Jornada Laboral;PATRICIO CERDA ESCALONA;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;E-Learning;2020-09-30;2020-10-09;2021-01-27
21715;7289.0;2020;Ministerio de Hacienda;Superintendencia de Casinos de Juego;686261.0;; WEBINAR: HOMBRES Y MUJERES EN TELETRABAJO, EL FIN DE LOS LÍMITES ENTRE LA CASA Y LA OFICINA;Enfoque de Género ;Desarrollo Social, Género e Inclusión;3.0;1.0;Charla;Terminada;No Aplica (Sin Costo);No;Dentro de la Jornada Laboral;UNIVERSIDAD DE CHILE;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;Sin Evaluación;Video Conferencia;2020-07-15;2020-07-15;2021-01-27
21716;7556.0;2020;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;690561.0;;TEMAS DE INTERÉS COVID 19 Y USO DE IMPLEMENTOS DE PROTECCIÓN PERSONAL ;;;27.0;2.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;SERVICIO NACIONAL DE MENORES;;;;;0.0;0.0;0.0;Reacción;Muy Buena;Video Conferencia;2020-07-15;2020-07-15;2021-02-03
21717;7557.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;690601.0;;P05_FISCALIZACIÓN_RECOMENDACIONES PSICOLÓGICAS SOBRE EL TELETRABAJO;;;1.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Región de Los Ríos;FISCALIZACIÓN Y CONTROL;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-12-30;2020-12-30;2021-02-03
21718;7558.0;2020;Ministerio de Educación;Agencia de Calidad de la Educación;690621.0;499654.0;SEGURIDAD DE LA INFORMACIÓN;;;54.0;4.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;SENCE;Más de una Región;;;;0.0;0.0;0.0;Aprendizaje;Buena;E-Learning/Video Conferencia;2020-07-01;2020-10-31;2021-02-03
21719;7559.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;690641.0;;P05_FISCALIZACIÓN_PROTOCOLO DE EXPOSICIÓN AL RUIDO PREXOR;;;10.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Región Metropolitana de Santiago;FISCALIZACIÓN Y CONTROL;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-12;2020-08-15;2021-02-03
21720;7560.0;2020;Ministerio de Vivienda y Urbanismo;Subsecretaría de Vivienda y Urbanismo;690681.0;;Violencia de Género en entornos laborales;;;95.0;3.0;Charla;Terminada;Sin costo;No;Dentro de la Jornada Laboral;SUBSECRETARÍA DE VIVIENDA Y URBANISMO;Nivel Central;Programa Subsecretaría 2020;;Competencias Transversales;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-11-18;2020-11-18;2021-02-04
21721;7561.0;2020;Ministerio de Justicia y Derechos Humanos;Gendarmería de Chile;690701.0;;DETECCIÒN TEMPRANA EN RIESGO SUICIDA;;;32.0;4.0;Otro;Terminada;Sin costo;No;Dentro de la Jornada Laboral;GENDARMERIA DE CHILE;Región de Aysén del General Carlos Ibáñez del Campo;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning/Video Conferencia;2020-12-01;2020-12-01;2021-02-03
21722;7562.0;2020;Ministerio de Justicia y Derechos Humanos;Secretaría y Administración General de Justicia;690721.0;;PRIMERA RESPUESTA FRENTE A EMERGENCIA DE SALUD;;;1.0;2.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Región de Antofagasta;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2021-07-15;2021-07-15;2021-02-03
21723;7563.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;690741.0;;Webinar Retorno al Trabajp;;;1.0;2.0;Otro;Terminada;Sin costo;No;Dentro de la Jornada Laboral;UNIVERSIDAD DE CHILE;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;Video Conferencia;2020-08-20;2020-08-20;2021-02-03
21724;7564.0;2020;Ministerio del Interior y Seguridad Pública;Subsecretaría de Prevención del Delito;690761.0;494392.0;ATENCION DE PUBLICO Y MANEJO DE CONFLICTO;;;2.0;16.0;;Terminada;Convenio Marco;Si;;LW Capacitación Ltda.;;;;;330000.0;0.0;0.0;Aprendizaje;;;2020-11-16;2020-12-16;2021-02-08
21725;7565.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;690781.0;;P05_FISCALIZACIÓN_PREVENCIÓN DE RIESGOS EN EL HOGAR;;;3.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Región Metropolitana de Santiago;FISCALIZACIÓN Y CONTROL;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-06-08;2020-06-30;2021-02-04
21726;7566.0;2020;Ministerio de Hacienda;Comisión para el Mercado Financiero;690821.0;;DIPLOMADO EN INTERVENCIÓN EN CRISIS ;;;1.0;106.0;Diplomado;Terminada;Contratación Directa;No;Dentro y Fuera de la Jornada Laboral;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Región Metropolitana de Santiago;;;;939404.0;0.0;0.0;Reacción;Muy Buena;E-Learning/Video Conferencia;2020-06-05;2020-12-12;2021-02-04
21727;7567.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;690822.0;;P05_FISCALIZACIÓN_SEGURIDAD EN CASO DE ASALTOS EN BANCO O FINANCIERA;;;1.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Región Metropolitana de Santiago;FISCALIZACIÓN Y CONTROL;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-31;2020-08-31;2021-02-04
21728;7568.0;2020;Ministerio de Hacienda;Comisión para el Mercado Financiero;690881.0;;PRINCIPALES MÓDULOS QUE COMPONEN EL SISTEMA DE KNOWLEDGE PRO;;;2.0;12.0;Curso;Terminada;Contratación Directa;No;Dentro y Fuera de la Jornada Laboral;KNOWLEDGEFORGE LIMITADA;Región Metropolitana de Santiago;;;;1134235.0;0.0;0.0;Reacción;Excelente;E-Learning/Video Conferencia;2020-09-22;2020-10-29;2021-02-04
21729;7569.0;2020;Ministerio de Hacienda;Comisión para el Mercado Financiero;690882.0;;DIPLOMADO EN ADMINISTRACIÓN DE RIESGOS ;;;2.0;126.0;Diplomado;Terminada;Contratación Directa;No;Dentro y Fuera de la Jornada Laboral;UNIVERSIDAD DE CHILE;Región Metropolitana de Santiago;;;;4197337.0;0.0;0.0;Reacción;Excelente;E-Learning/Video Conferencia;2020-06-18;2020-11-19;2021-02-04
21730;7570.0;2020;Ministerio de Hacienda;Servicio Nacional de Aduanas;690901.0;;APOYO A LAS LABORES DE CONTROL ADUANERO;;;1.0;22.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;SERVICIO NACIONAL DE ADUANAS;Región de Aysén del General Carlos Ibáñez del Campo;;;;0.0;0.0;0.0;Aprendizaje y reacción;Excelente;E-Learning;2020-05-18;2020-05-28;2021-02-04
21731;7571.0;2020;Ministerio de Hacienda;Comisión para el Mercado Financiero;690941.0;;DIPLOMADO EN INVERSIONES Y MERCADOS FINANCIEROS;;;2.0;132.0;Diplomado;Terminada;Contratación Directa;No;Dentro de la Jornada Laboral;UNIVERSIDAD DE CHILE;Región Metropolitana de Santiago;;;;4996829.0;0.0;0.0;Reacción;Excelente;E-Learning/Video Conferencia;2020-05-18;2020-10-28;2021-02-04
21732;7572.0;2020;Ministerio de Hacienda;Comisión para el Mercado Financiero;690942.0;;DIPLOMADO EN COMPLIANCE Y BUENAS PRÁCTICAS CORPORATIVAS ;;;1.0;120.0;Diplomado;Terminada;Contratación Directa;No;Dentro de la Jornada Laboral;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Región Metropolitana de Santiago;;;;1339150.0;0.0;0.0;Reacción;Muy Buena;E-Learning/Video Conferencia;2020-05-25;2020-10-19;2021-02-04
21733;7573.0;2020;Ministerio de Hacienda;Comisión para el Mercado Financiero;690961.0;475017.0;ACTUALIZACIÓN NORMAS IFRS;;;16.0;34.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;Legal Publishing Chile Training Ltda;Región Metropolitana de Santiago;;;;1664000.0;0.0;0.0;Reacción;Excelente;E-Learning/Video Conferencia;2020-10-22;2020-11-17;2021-02-04
21734;7574.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;690981.0;;P05_FISCALIZACIÓN_SEGURIDAD EN CASO DE ASALTOS EN EL SECTOR TRANSPORTE;;;2.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Región Metropolitana de Santiago;FISCALIZACIÓN Y CONTROL;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-03;2020-08-31;2021-02-04
21735;7575.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;691001.0;;P05_FISCALIZACIÓN_SEGURIDAD EN CASO DE ASALTOS EN EL SECTOR BANCO O FINANCIERA;;;2.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Región Metropolitana de Santiago;FISCALIZACIÓN Y CONTROL;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-04;2020-08-04;2021-02-04
21736;7576.0;2020;Ministerio de Hacienda;Servicio de Tesorerías;691041.0;523958.0;HERRAMIENTAS GSUITES - PRESENTACIONES Y HOJAS DE CÁLCULO - MAYO;;;5.0;1.0;Taller;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;Supersoftware S.A.;En todas las Regiones;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-05-04;2020-02-28;2021-02-05
21737;7577.0;2020;Ministerio de Salud;Fondo Nacional de Salud;691061.0;476079.0;TASACIÓN INMOBILIARIA;;;4.0;35.0;Curso;Terminada;Compra Ágil;Si;Dentro de la Jornada Laboral;CAPACITACIÓN CHILE SPA.;Región Metropolitana de Santiago;;;;400000.0;0.0;0.0;Aprendizaje y reacción;Buena;E-Learning;2020-09-07;2020-12-07;2021-02-05
21738;7578.0;2020;Ministerio de Hacienda;Servicio de Tesorerías;691081.0;;HERRAMIENTAS GSUITES - CALENDAR- CONTACTOS - DICIEMBRE;;;1.0;1.0;Taller;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Supersoftware S.A.;En todas las Regiones;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-12-15;2020-12-15;2021-02-05
21739;7579.0;2020;Ministerio de Salud;Fondo Nacional de Salud;691082.0;476074.0;DIPLOMADO DATA SCIENCE;;;1.0;130.0;Diplomado;Terminada;Contratación Directa;Si;Dentro de la Jornada Laboral;Capacitación USACH Limitada;Región Metropolitana de Santiago;;;;500000.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning/Video Conferencia;2020-05-26;2020-11-03;2021-02-05
21740;7580.0;2020;Ministerio de Salud;Fondo Nacional de Salud;691101.0;476085.0;DIPLOMADO MECANISMOS DE PAGO GRD FC;;;1.0;168.0;Diplomado;Terminada;Contratación Directa;Si;Dentro de la Jornada Laboral;UNIVERSIDAD ANDRES BELLO;Región de La Araucanía;;;;500000.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning/Video Conferencia;2020-07-20;2020-12-23;2021-02-05
21741;7581.0;2020;Ministerio de Salud;Fondo Nacional de Salud;691121.0;476081.0;DIPLOMADO MECANISMOS DE PAGO GRD FC;;;1.0;168.0;Diplomado;Terminada;Contratación Directa;Si;Dentro de la Jornada Laboral;UNIVERSIDAD ANDRES BELLO;Región de Los Lagos;;;;500000.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;Presencial/E-Learning;2020-07-20;2020-12-23;2021-02-05
21742;7582.0;2020;Ministerio de Salud;Fondo Nacional de Salud;691141.0;476082.0;DIPLOMADO EXPERIENCIA DE CLIENTES FC;;;1.0;48.0;Diplomado;Terminada;Contratación Directa;Si;Dentro de la Jornada Laboral;universidad adolfo ibañez;Región Metropolitana de Santiago;;;;500000.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;Presencial/E-Learning;2020-06-03;2020-12-23;2021-02-05
21743;7583.0;2020;Ministerio de Salud;Fondo Nacional de Salud;691142.0;476086.0;DIPLOMADO ADMINISTRACIÓN Y GESTIÓN EN SALUD FC;;;1.0;72.0;Diplomado;Terminada;Contratación Directa;Si;Dentro de la Jornada Laboral;UNIVERSIDAD DE CHILE;Región Metropolitana de Santiago;;;;500000.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;Presencial/E-Learning;2020-06-26;2020-12-05;2021-02-05
21744;7584.0;2020;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Libertador General Bernardo O'Higgins;691161.0;489281.0;CURSO DE EXCEL INTERMEDIO;;;39.0;10.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;Direccion Nacional del Servicio Civil;Región del Libertador General Bernardo O’Higgins;;;;0.0;0.0;0.0;Aprendizaje y reacción;Buena;E-Learning;2020-04-30;2020-10-16;2021-02-05
21745;7585.0;2020;Ministerio de Salud;Fondo Nacional de Salud;691162.0;476084.0;DIPLOMADO EXPERIENCIA DE CLIENTES FC;;;1.0;48.0;Diplomado;Terminada;Contratación Directa;Si;Dentro de la Jornada Laboral;universidad adolfo ibañez;Región Metropolitana de Santiago;;;;500000.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;Presencial/E-Learning;2020-06-03;2020-12-23;2021-02-05
21746;7586.0;2020;Ministerio de Hacienda;Servicio de Tesorerías;691181.0;;Perfeccionamiento para Administradores Reg. y Prov.;;;3.0;6.0;Taller;Terminada;Sin costo;No;Dentro de la Jornada Laboral;;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-31;2020-09-04;2021-02-05
21747;7587.0;2020;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Libertador General Bernardo O'Higgins;691201.0;489231.0;CURSO DE EXCEL AVANZADO;;;14.0;10.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;Direccion Nacional del Servicio Civil;Región del Libertador General Bernardo O’Higgins;;;;0.0;0.0;0.0;Aprendizaje y reacción;Buena;E-Learning;2020-04-30;2020-10-16;2021-02-05
21748;7588.0;2020;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Libertador General Bernardo O'Higgins;691221.0;489287.0;CHARLA SOBRE PROCESO DE CALIFICACIÓN DE ACUERDO A DECRETO 1825-1998 ;;;25.0;2.0;Charla;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;PUBLICO;Región del Libertador General Bernardo O’Higgins;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning/Video Conferencia;2020-10-07;2020-10-07;2021-02-05
21749;7589.0;2020;Ministerio de Hacienda;Servicio de Tesorerías;691241.0;;Perfeccionamiento para Administradores Reg. y Prov.;;;6.0;6.0;Taller;Terminada;Sin costo;No;Dentro de la Jornada Laboral;;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-09-28;2020-10-02;2021-02-05
21750;7590.0;2020;Ministerio de Salud;Fondo Nacional de Salud;691242.0;476105.0;DIPLOMADO DESARROLLO DE PERSONAS Y CONTROL DE GESTIÓN EN RR.HH. FC;;;1.0;120.0;Diplomado;Terminada;Contratación Directa;Si;Dentro de la Jornada Laboral;UNIVERSIDAD DE CHILE;Región Metropolitana de Santiago;;;;500000.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;Presencial/E-Learning;2020-03-23;2020-09-30;2021-02-05
21751;7591.0;2020;Ministerio de Hacienda;Servicio de Tesorerías;691261.0;;Perfeccionamiento para Administradores Reg. y Prov.;;;6.0;6.0;Taller;Terminada;Sin costo;No;Dentro de la Jornada Laboral;;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-10-26;2020-10-30;2021-02-05
