;Número correlativo;Año;Nombre de Servicio;Ministerio;Codigo_de_Actividad_Ejecutada;Codigo_de_Actividad_Planificada;Nombred_del_la_Actividad;Especialidad_de_la_Actividad;Categoría_de_la_Actividad;Numero_de_Participantes;Numero_de_Horas;Tipo_de_Actividad;Estado_de_Actividad;Modalidad_de_Compra;Actividad_Planificada;Jornada;Proveedor;Region_de_Ejecucion_de_la_Actividad;Programa;Objetivo_Global;Objetivo_de_Gestion;Gasto_monto_Item001;Gasto_monto_Item002;Gasto_monto_Item003;Evaluaciones_Realizadas;Evaluación_de_Reacción;Metodología_de_Aprendizaje;Fecha_de_inicio;Fecha_de_Término;Fecha_de_Ingreso_Sistema
21628;7202.0;2020;Ministerio de Obras Públicas;Dirección de Arquitectura;685001.0;482488.0;PROGRAMA DE PREV. DE RIESGOS;Gestión de Personas;Administración y Logística;300.0;2.0;Taller;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;GENDARMERIA DE CHILE;En todas las Regiones;;;;0.0;0.0;0.0;Reacción;Buena;E-Learning;2020-07-06;2020-07-23;2021-01-27
21629;7203.0;2020;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;685021.0;524162.0;GESTIÓN DEL DESEMPEÑO;;;31.0;3.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;Instituto Nacional de Estadísticas;Nivel Central;;;;0.0;0.0;0.0;Aprendizaje;;Video Conferencia;2020-09-28;2020-09-28;2021-01-26
21630;7204.0;2020;Ministerio de Obras Públicas;Dirección de Arquitectura;685041.0;;TALLER PLATAFORMA FEBOS;;;17.0;2.0;Taller;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Ministerio de Obras Públicas;Región de Los Lagos;;;;0.0;0.0;0.0;Reacción;Buena;E-Learning;2020-10-30;2020-10-30;2021-01-26
21631;7205.0;2020;Ministerio de Defensa Nacional;Subsecretaría para las Fuerzas Armadas;685061.0;;INDUCCION GENERAL A LA ADMINISTRACION DEL ESTADO;;;1.0;23.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-12-07;2021-01-15;2021-03-26
21632;7206.0;2020;Ministerio de Obras Públicas;Dirección de Arquitectura;685081.0;;TALLER SISTEMAS SAFI Y SICOF;;;26.0;3.0;Taller;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Ministerio de Obras Públicas;En todas las Regiones;;;;0.0;0.0;0.0;Reacción;Buena;E-Learning;2020-09-25;2020-09-25;2021-01-26
21633;7207.0;2020;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;685101.0;481168.0;SOFTWARE R (BASICO);;;43.0;12.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;Instituto Nacional de Estadísticas;Nivel Central;;;;0.0;0.0;0.0;Aprendizaje y transferencia;;E-Learning;2020-09-21;2020-09-28;2021-01-26
21634;7208.0;2020;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;685121.0;;ADOLESCENTES EN CONFLICTO CON LA LEY PENAL ;;;2.0;80.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;INN;;;;;0.0;0.0;0.0;Reacción;Buena;E-Learning;2020-05-04;2020-06-29;2021-02-03
21635;7209.0;2020;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;685141.0;;DERECHOS HUMANOS PARA FUNCIONARIOS Y FUNCIONARIAS PÚBLICOS/AS;;;1.0;6.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;SUBSECRETARÍA DE DERECHOS HUMANOS;;;;;0.0;0.0;0.0;Reacción;Buena;E-Learning;2020-04-22;2020-04-22;2021-02-04
21636;7210.0;2020;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;685142.0;;Conversatorio				;;;9.0;2.0;Otro;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Mutual de Seguridad;Región de Tarapacá;;;;0.0;0.0;0.0;Aprendizaje;;Otra;2021-12-03;2020-12-03;2021-01-26
21637;7211.0;2020;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;685161.0;;DESARROLLO DEL APEGO: ESTRATEGIAS AUTOPROTECTORAS DURANTE EL CICLO VITAL;;;3.0;20.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;CONSULTORA APRENDER A CRECER;;;;;0.0;0.0;0.0;Reacción;Buena;E-Learning;2020-06-01;2020-06-30;2021-02-04
21638;7212.0;2020;Ministerio de Salud;Subsecretaría de Salud Pública;685181.0;;Inducción Avanzada a la Administración del Estado;;;1.0;40.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Nivel Central;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-10;2020-10-02;2021-01-26
21639;7213.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;685201.0;;P01_ORIENTACIÓN EN LA PREVENCIÓN DE CONTAGIO DE COVID 19;;;1.0;2.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Región de Arica y Parinacota;SUBTRANS;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-11-16;2020-12-10;2021-01-26
21640;7214.0;2020;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de Menor Tamaño;685241.0;;Webinar Retorno Seguro al Trabajo;;;1.0;2.0;Otro;Terminada;Sin costo;No;Dentro de la Jornada Laboral;UNIVERSIDAD DE CHILE;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;Video Conferencia;2020-08-20;2020-08-20;2021-02-23
21641;7215.0;2020;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;685261.0;;Taller de Gestión emocional				;;;9.0;2.0;Otro;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Mutual de Seguridad;Región de Tarapacá;;;;0.0;0.0;0.0;Aprendizaje;;Otra;2020-12-03;2020-12-03;2021-01-26
21642;7216.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;685262.0;;P05_FISCALIZACIÓN_ITIL V4 - IT Service Management;;;1.0;20.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;ITIL FOUNDATION;Región Metropolitana de Santiago;FISCALIZACIÓN Y CONTROL;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-07-27;2020-07-31;2021-01-26
21643;7217.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;685281.0;;P01_PROGRAMMING ESSENTIALS IN PHYTON;;;1.0;70.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;CISCO NETWORKING ACADEMY ;Región Metropolitana de Santiago;SUBTRANS;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-07-15;2020-08-28;2021-01-26
21644;7218.0;2020;Ministerio de Transportes y Telecomunicaciones;Secretaría y Administración General de Transportes;685343.0;;P04_SCRUM MASTER PROFESSIONAL CERTIFICATE (SMPC);;;2.0;40.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;CERTIPROF;Región Metropolitana de Santiago;UOCT;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-07-27;2020-08-07;2021-01-26
21645;7219.0;2020;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;685381.0;;Herramientas Informanticas Exel Avanzado;;;36.0;24.0;Curso;Terminada;Convenio Marco;No;Dentro de la Jornada Laboral;C Y C CAPACITACIONES LTDA FORGENT;En todas las Regiones;;;;0.0;0.0;0.0;Aprendizaje y reacción;Buena;E-Learning;2020-09-07;2020-09-25;2021-03-04
21646;7220.0;2020;Ministerio de Agricultura;Oficina de Estudios y Políticas Agrarias;685401.0;484612.0;Políticas Públicas ;;;8.0;16.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;UNIVERSIDAD DE CHILE;Nivel Central;;;;1760000.0;0.0;0.0;Reacción;Muy Buena;E-Learning;2020-11-02;2020-11-16;2021-01-26
21647;7221.0;2020;Ministerio de Hacienda;Dirección de Presupuestos;685421.0;504004.0;CIENCIA DE DATOS EXCEL;;;21.0;10.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;Direccion Nacional del Servicio Civil;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-05-04;2020-06-05;2021-01-26
21648;7222.0;2020;Ministerio de Hacienda;Servicio de Tesorerías;685441.0;;DOCDIGITAL LABORATORIO DE GOBIERNO V2;;;14.0;4.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;UNIVERSIDAD DE CHILE;En todas las Regiones;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-04-06;2020-04-20;2021-01-26
21649;7223.0;2020;Ministerio de Hacienda;Servicio de Tesorerías;685461.0;;DOCDIGITAL LABORATORIO DE GOBIERNO V3;;;36.0;4.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;UNIVERSIDAD DE CHILE;En todas las Regiones;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-05-18;2020-06-01;2021-01-26
21650;7224.0;2020;Ministerio del Interior y Seguridad Pública;Servicio de Gobierno Interior;685481.0;;Ley de Compras Públicas;;;3.0;21.0;Curso;Terminada;Convenio Marco;No;Dentro de la Jornada Laboral;SERVICIOS PROFESIONALES DE CAPACITACIÓN LTDA.;Región de Atacama;;;;550572.0;0.0;0.0;Aprendizaje;;E-Learning;2020-10-16;2020-10-30;2021-01-26
21651;7225.0;2020;Ministerio del Interior y Seguridad Pública;Servicio de Gobierno Interior;685501.0;;Control del Estrés Laboral;;;12.0;8.0;Curso;Terminada;Convenio Marco;No;Dentro de la Jornada Laboral;QSV Gestión y Política;Región de Valparaíso;;;;1499996.0;0.0;0.0;Aprendizaje;;E-Learning;2020-10-13;2020-10-23;2021-01-26
21652;7226.0;2020;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;685502.0;482182.0;FISCALIZADOR ACOSO LABORAL Y SEXUAL;;;7.0;8.0;Taller;Terminada;Contratación Directa;Si;Dentro de la Jornada Laboral;CENTRO INNOVACION EN GESTION S.A.;Región Metropolitana de Santiago;;;;1000000.0;0.0;0.0;Reacción;Aceptable;Video Conferencia;2020-11-17;2020-11-20;2021-01-26
21653;7227.0;2020;Ministerio del Trabajo y Previsión Social;Superintendencia de Pensiones;685521.0;;Atención de Público Personas;;;44.0;29.0;Curso;Terminada;Convenio Marco;No;Dentro de la Jornada Laboral;E-PRIME FORMACION LIMITADA;En todas las Regiones;;;;3398028.0;0.0;0.0;Reacción;Muy Buena;Video Conferencia;2020-10-27;2020-11-19;2021-01-26
21654;7228.0;2020;Ministerio de Hacienda;Servicio de Tesorerías;685541.0;492749.0;SISTEMA PREVENTIVO DE LAVADO DE ACTIVOS (COMPLIANCE);;;33.0;4.0;Curso;Terminada;Sin costo;Si;Dentro y Fuera de la Jornada Laboral;TESORERIA GENERAL DE LA REPUBLICA;En todas las Regiones;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-03-05;2020-12-18;2021-01-26
21655;7229.0;2020;Ministerio de Hacienda;Servicio de Tesorerías;685561.0;492781.0;BI ;;;17.0;30.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;TRACK-IT Formación SPA;Nivel Central;;;;11339002.0;0.0;0.0;Sin evaluación;;Video Conferencia;2020-11-25;2020-12-18;2021-01-26
21656;7230.0;2020;Ministerio de Hacienda;Servicio de Tesorerías;685581.0;492798.0;ACTIVIDAD REGIONAL ;;;17.0;8.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;Hernandez & Serrano Limitada;Región Metropolitana de Santiago;;;;2553600.0;0.0;0.0;Sin evaluación;;Video Conferencia;2020-11-11;2020-12-03;2021-01-26
21657;7231.0;2020;Ministerio de Hacienda;Servicio de Tesorerías;685601.0;;ACTIVIDAD REGIONAL V2;;;15.0;8.0;Curso;Terminada;Convenio Marco;No;Dentro de la Jornada Laboral;Hernandez & Serrano Limitada;Región de Coquimbo;;;;2822400.0;0.0;0.0;Sin evaluación;;Video Conferencia;2020-11-17;2020-11-27;2021-01-26
21658;7232.0;2020;Ministerio de Hacienda;Servicio de Tesorerías;685621.0;;FUNDAMENTOS DE LOS REGISTROS EN LA CUENTA ÚNICA TRIBUTARIA V1;;;22.0;2.0;Charla;Terminada;Sin costo;No;Dentro de la Jornada Laboral;TESORERIA GENERAL DE LA REPUBLICA;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Sin evaluación;;Video Conferencia;2020-08-18;2020-08-18;2021-01-26
21659;7233.0;2020;Ministerio de Ciencia, Tecnología, Conocimiento e Innovación;Agencia Nacional de Investigación y Desarrollo;685622.0;;INDUCCIÓN GENERAL A LA ADMINISTRACIÓN DEL ESTADO;;;16.0;23.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-01-22;2020-06-03;2021-01-27
21660;7234.0;2020;Ministerio de Hacienda;Servicio de Tesorerías;685623.0;;FUNDAMENTOS DE LOS REGISTROS EN LA CUENTA ÚNICA TRIBUTARIA V2;;;13.0;2.0;Charla;Terminada;Sin costo;No;Dentro de la Jornada Laboral;TESORERIA GENERAL DE LA REPUBLICA;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Sin evaluación;;Video Conferencia;2020-08-25;2020-08-25;2021-01-27
21661;7235.0;2020;Ministerio de Ciencia, Tecnología, Conocimiento e Innovación;Agencia Nacional de Investigación y Desarrollo;685642.0;;INDUCCIÓN GENERAL A LA ADMINISTRACIÓN DEL ESTADO;;;2.0;23.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-07-07;2020-08-14;2021-01-27
21662;7236.0;2020;Ministerio de Ciencia, Tecnología, Conocimiento e Innovación;Agencia Nacional de Investigación y Desarrollo;685661.0;;BOOTCAMP DE PROGRAMACIÓN HTML 5 MIL MUJERES;;;1.0;30.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;CORFO;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-12-01;2020-12-04;2021-01-27
21663;7237.0;2020;Ministerio de Ciencia, Tecnología, Conocimiento e Innovación;Agencia Nacional de Investigación y Desarrollo;685681.0;;CURSO CHILE ELIGE EQUIDAD: INDUCCIÓN A LAS POLÍTICAS PRO EQUIDAD DE GÉNERO/2020;;;4.0;12.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-09-01;2020-09-29;2021-01-27
21664;7238.0;2020;Ministerio de Ciencia, Tecnología, Conocimiento e Innovación;Agencia Nacional de Investigación y Desarrollo;685701.0;;CURSO EFICIENCIA EN PRECIO;;;1.0;12.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;DIRECCIÓN DE COMPRAS Y CONTRATACIONES PUBLICAS;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-10-12;2020-10-30;2021-01-27
21665;7239.0;2020;Ministerio de Ciencia, Tecnología, Conocimiento e Innovación;Agencia Nacional de Investigación y Desarrollo;685702.0;;CURSO EJECUCIÓN DE LAS COMPRAS PÚBLICAS PARA ALCANZAR UNA MAYOR EFICIENCIA- Intermedio;;;1.0;18.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;DIRECCIÓN DE COMPRAS Y CONTRATACIONES PUBLICAS;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-09-21;2020-10-09;2021-01-27
21666;7240.0;2020;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;685721.0;;Herramientas Informáticas Exel Exporto;;;7.0;24.0;Curso;Terminada;Convenio Marco;No;Dentro de la Jornada Laboral;C Y C CAPACITACIONES LTDA FORGENT;En todas las Regiones;;;;0.0;0.0;0.0;Aprendizaje y reacción;Buena;E-Learning;2020-09-07;2020-09-25;2021-01-27
21667;7241.0;2020;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;685741.0;;EPROTECT INFECCIONES RESPIRATORIAS: SALUD Y SEGURIDAD OCUPACIONAL;;;1.0;2.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Organización Panamericana de la Salud;;;;;0.0;0.0;0.0;Reacción;Buena;Presencial;2020-05-03;2020-05-03;2021-02-04
21668;7242.0;2020;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;685761.0;;NIÑOS, NIÑAS Y ADOLESCENTES NO ACOMPAÑADOS Y/O SEPARADOS;;;1.0;3.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;ORGANIZACION INTERNACIONAL PARA LAS MIGRACIONES;;;;;0.0;0.0;0.0;Reacción;Buena;E-Learning;2020-08-13;2020-08-13;2021-02-04
21669;7243.0;2020;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;685762.0;;SALUD MENTAL PARA TRAZADORES EN COVID-19 ;;;1.0;10.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;UNIVERSIDAD DE CHILE;;;;;0.0;0.0;0.0;Reacción;Buena;E-Learning;2020-08-01;2020-08-30;2021-02-04
21670;7244.0;2020;Ministerio de Hacienda;Dirección de Presupuestos;685781.0;504006.0;NECESIDADES EMERGENTES;;;1.0;30.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;UNIVERSIDAD DE CHILE;Región Metropolitana de Santiago;;;;266000.0;0.0;0.0;Aprendizaje;;Presencial;2020-01-06;2020-01-10;2021-01-27
21671;7245.0;2020;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;685801.0;;SEMINARIO LATINOAMERICANO VIRTUAL SALUD MENTAL Y SUICIDIO EN LA NIÑEZ;;;1.0;10.0;Seminario;Terminada;Sin costo;No;Dentro de la Jornada Laboral;INN;;;;;0.0;0.0;0.0;Reacción;Buena;E-Learning;2020-07-28;2020-07-30;2021-02-04
21672;7246.0;2020;Ministerio de Hacienda;Dirección de Presupuestos;685821.0;;curso actualización de bases curriculares educación parvularia;;;1.0;30.0;Curso;Terminada;Contratación Directa;No;Dentro de la Jornada Laboral; DOCENTES AL DIA OTEC SPA;Región Metropolitana de Santiago;;;;112000.0;0.0;0.0;Aprendizaje;;Presencial/E-Learning;2020-03-16;2020-05-18;2021-01-27
21673;7247.0;2020;Ministerio de Agricultura;Oficina de Estudios y Políticas Agrarias;685822.0;484620.0;Charlas de Buen Trato, Protección a la Dignidad y Perspectiva de Género;;;12.0;1.0;Charla;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;Oficina de Estudios y Politicas Agrarias;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-06-26;2020-06-26;2021-01-27
21674;7248.0;2020;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;685841.0;;ALIANZAS ESTRETEGIAS ;;;1.0;12.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;DIRECCIÓN DE COMPRAS Y CONTRATACIONES PUBLICAS;;;;;0.0;0.0;0.0;Reacción;Muy Buena;E-Learning;2020-07-20;2020-07-27;2021-02-03
21675;7249.0;2020;Ministerio de Hacienda;Dirección de Presupuestos;685842.0;;CURSO BASESCURRICULARES PARA LA EDUCACIÓN PARVULARIA;;;3.0;16.0;Curso;Terminada;Convenio Marco;No;Dentro de la Jornada Laboral;Tecnologías del Conocimiento Capacitación S.A.;Región Metropolitana de Santiago;;;;570000.0;0.0;0.0;Aprendizaje;;E-Learning;2020-10-01;2020-10-29;2021-01-27
21676;7250.0;2020;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;685861.0;481161.0;INDUCCIÓN GENERAL A LA ADMINISTRACIÓN DEL ESTADO;;;10.0;23.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Nivel Central;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-01-01;2020-06-30;2021-01-27
21677;7251.0;2020;Ministerio de Economía, Fomento y Turismo;Servicio de Cooperación Técnica;685862.0;;ANP: GESTIÓN Y EVALUACIÓN DE LA CAPACITACIÓN ;;;1.0;21.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Direccion Nacional del Servicio Civil;Nivel Central;;;;0.0;0.0;0.0;Aprendizaje;Muy Buena;E-Learning;2021-06-01;2021-01-31;2021-01-27
21678;7252.0;2020;Ministerio de Relaciones Exteriores;Secretaría y Administración General y Servicio Exterior;685881.0;;Excel Exterior Introductorio ;;;1.0;8.0;Curso;Terminada;Contratación Directa;No;Dentro de la Jornada Laboral;Ministerio de Relaciones Exteriores;Fuera del País;;;;54358.0;0.0;0.0;Reacción;Buena;E-Learning;2020-08-03;2020-08-06;2021-01-27
21679;7253.0;2020;Ministerio de Economía, Fomento y Turismo;Servicio de Cooperación Técnica;685901.0;;ANP: GESTIÓN Y PROMOCIÓN DEL BUEN TRATO LABORAL;;;2.0;21.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Direccion Nacional del Servicio Civil;Nivel Central;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-07-01;2020-07-31;2021-01-27
21680;7254.0;2020;Ministerio de Agricultura;Oficina de Estudios y Políticas Agrarias;685921.0;484621.0;"Charla ""Principios, valores y responsabilidades en el Código de Ética"" -";;;24.0;1.0;Charla;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;Ministerio de Agricultura;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;2020-10-30;2020-10-30;2021-01-27
21681;7255.0;2020;Ministerio de Relaciones Exteriores;Secretaría y Administración General y Servicio Exterior;685941.0;;Excel Exterior Básico - Intermedio;;;1.0;16.0;Curso;Terminada;Contratación Directa;No;Dentro de la Jornada Laboral;Ministerio de Relaciones Exteriores;Fuera del País;;;;81357.0;0.0;0.0;Reacción;Buena;E-Learning;2020-08-03;2020-08-13;2021-01-27
21682;7256.0;2020;Ministerio de Economía, Fomento y Turismo;Servicio de Cooperación Técnica;685942.0;;ANP: NORMAS EN MATERIA DE GESTIÓN DE PERSONAS;;;2.0;21.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Direccion Nacional del Servicio Civil;Nivel Central;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-06-01;2020-06-30;2021-01-27
21683;7257.0;2020;Ministerio de Relaciones Exteriores;Secretaría y Administración General y Servicio Exterior;685943.0;;Excel Exterior Intermedio - Avanzado;;;1.0;16.0;Curso;Terminada;Contratación Directa;No;Dentro de la Jornada Laboral;Ministerio de Relaciones Exteriores;Fuera del País;;;;81357.0;0.0;0.0;Reacción;Buena;E-Learning;2020-08-03;2020-08-13;2021-01-27
21684;7258.0;2020;Ministerio de Obras Públicas;Dirección de Arquitectura;685944.0;;TALLER PRIMEROS AUXILIOS PSICOLOGICOS PARA JEFATURAS;;;67.0;2.0;Taller;Terminada;Sin costo;No;Dentro de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;En todas las Regiones;;;;0.0;0.0;0.0;Reacción;Buena;E-Learning;2020-07-22;2020-07-24;2021-01-27
21685;7259.0;2020;Ministerio de Hacienda;Dirección de Presupuestos;685961.0;504010.0;APLICACIÓN DE MODELOS DE PROCESOS EN LAS INSTITUCIONES PÚBLICAS CON SOFTWARE BIZAGI;;;18.0;24.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;Región Metropolitana de Santiago;;;;3000000.0;0.0;0.0;Aprendizaje, transferencia y reacción;Muy Buena;E-Learning;2020-10-27;2020-11-19;2021-01-27
21686;7260.0;2020;Ministerio de Hacienda;Servicio de Tesorerías;685981.0;;COMITÉ DE APLICACIÓN (ISTAS);;;12.0;2.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Más de una Región;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-11-19;2020-11-30;2021-01-27
21687;7261.0;2020;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;686001.0;; BIENESTAR PSICOLÓGICO Y SU IMPACTO EN TIEMPOS DE PANDEMIA ;;;14.0;2.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Mutual de Seguridad;;;;;0.0;0.0;0.0;Reacción;Buena;E-Learning;2020-05-13;2020-05-13;2021-02-03
21688;7262.0;2020;Ministerio de Relaciones Exteriores;Secretaría y Administración General y Servicio Exterior;686021.0;;Excel Exterior Introductorio - Intermedio;;;2.0;16.0;Curso;Terminada;Contratación Directa;No;Dentro de la Jornada Laboral;Ministerio de Relaciones Exteriores;Fuera del País;;;;135895.0;0.0;0.0;Reacción;Buena;E-Learning;2020-08-03;2020-08-13;2021-01-27
21689;7263.0;2020;Ministerio de Justicia y Derechos Humanos;Secretaría y Administración General de Justicia;686041.0;487353.0;Plan Anual de Coordinación y Fortalecimiento de Unidades (PAFU);;;9.0;2.0;Taller;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;MINISTERIO DE JUSTICIA;Región del Libertador General Bernardo O’Higgins;;;;0.0;0.0;0.0;Sin evaluación;;Video Conferencia;2020-12-14;2020-12-14;2021-01-27
21690;7264.0;2020;Ministerio de Obras Públicas;Dirección General de Aguas;686042.0;486451.0;MANEJO DE DRON Y APLICACIONES;;;29.0;20.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;Ministerio de Obras Públicas;En todas las Regiones;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning/Video Conferencia;2020-08-27;2020-11-21;2021-01-27
21691;7265.0;2020;Ministerio de Hacienda;Servicio de Tesorerías;686061.0;492796.0; USO Y MANEJO DE EXTINTORES ;;;5.0;2.0;Taller;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;ASOCIACIÓN CHILENA DE SEGURIDAD;Más de una Región;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;2020-08-10;2020-08-21;2021-01-27
21692;7266.0;2020;Ministerio de Relaciones Exteriores;Secretaría y Administración General y Servicio Exterior;686081.0;;Excel Exterior Introductorio - Intermedio - Avanzado;;;2.0;24.0;Curso;Terminada;Contratación Directa;No;Dentro de la Jornada Laboral;Ministerio de Relaciones Exteriores;Fuera del País;;;;190252.0;0.0;0.0;Reacción;Buena;E-Learning;2020-08-03;2020-08-20;2021-01-27
21693;7267.0;2020;Ministerio de Obras Públicas;Dirección de Arquitectura;686101.0;;TALLER CERTIFICACION DISCAPACIDAD;;;4.0;2.0;Taller;Terminada;Sin costo;No;Dentro de la Jornada Laboral;FONDO NACIONAL DE SALUD;Más de una Región;;;;0.0;0.0;0.0;Reacción;Buena;E-Learning;2020-11-19;2020-11-19;2021-01-27
